126415614616154112,positive,apple
126404574230740992,positive,apple
126402758403305474,positive,apple
126397179614068736,positive,apple
126395626979196928,positive,apple
126394830791254016,positive,apple
126379685453119488,positive,apple
126377656416612353,positive,apple
126373779483004928,positive,apple
126366353757179904,positive,apple
126366123368267776,positive,apple
126365858481188864,positive,apple
126360935509135362,positive,apple
126360398885687296,positive,apple
126358340220616704,positive,apple
126357982685569024,positive,apple
126354605130002432,positive,apple
126352268705538048,positive,apple
126350948548354048,positive,apple
126350302113824769,positive,apple
126349695676203009,positive,apple
126344048637259776,positive,apple
126342268603998208,positive,apple
126325800080392193,positive,apple
126324177501302784,positive,apple
126323785145126912,positive,apple
126322063332999169,positive,apple
126319186141130752,positive,apple
126318009647235072,positive,apple
126315223060709376,positive,apple
126315011600678913,positive,apple
126314687116750849,positive,apple
126312877916307458,positive,apple
126311981564178432,positive,apple
126307801046847488,positive,apple
126302673820594176,positive,apple
126301956951117826,positive,apple
126287654093471745,positive,apple
126284506360578049,positive,apple
126267185025916928,positive,apple
126263834968211456,positive,apple
126256230397259776,positive,apple
126213333123743744,positive,apple
126195522691280896,positive,apple
126183339945234432,positive,apple
126180209501286400,positive,apple
126164430546403328,positive,apple
126148685737361408,positive,apple
126140794078892033,positive,apple
126134400466419712,positive,apple
126130991365500928,positive,apple
126116898051076096,positive,apple
126116614495154176,positive,apple
126112836219973632,positive,apple
126107965991297024,positive,apple
126104732426186752,positive,apple
126097426493878272,positive,apple
126095744531832832,positive,apple
126093298619252737,positive,apple
126084907343691776,positive,apple
126079414986485761,positive,apple
126076743613284354,positive,apple
126076238375817216,positive,apple
126075534894571520,positive,apple
126064519943426048,positive,apple
126063569660936193,positive,apple
126063358037340161,positive,apple
126059405941809152,positive,apple
126059399319003136,positive,apple
126057030996852737,positive,apple
126049183865114624,positive,apple
126040352237961217,positive,apple
126040074595999746,positive,apple
126039929523404801,positive,apple
126034495991328768,positive,apple
126026756623831041,positive,apple
126019393460244481,positive,apple
126015087386431488,positive,apple
126009748020658177,positive,apple
126008369562652672,positive,apple
126002597063696384,positive,apple
125999676972470272,positive,apple
125995158679461888,positive,apple
125979338846900224,positive,apple
125978568726560768,positive,apple
125978473712979969,positive,apple
125974505385500672,positive,apple
125960325437722624,positive,apple
125959059957485569,positive,apple
125954443643588608,positive,apple
125947912306954240,positive,apple
125947232359948288,positive,apple
125943290288803841,positive,apple
125940394566483968,positive,apple
125932869389524992,positive,apple
125930171562852353,positive,apple
125925618486489088,positive,apple
125924446430183425,positive,apple
125922999651139584,positive,apple
125910633731461120,positive,apple
125909565031198720,positive,apple
125907732388790272,positive,apple
125902301931126785,positive,apple
125901202591461376,positive,apple
125900497327636480,positive,apple
125898611572740097,positive,apple
125850288488841217,positive,apple
125840039031738368,positive,apple
125816853867151360,positive,apple
125794931439702016,positive,apple
125728717942161408,positive,apple
125727629012770816,positive,apple
125722746100531200,positive,apple
125717622728818688,positive,apple
125714253452812288,positive,apple
125713935344214016,positive,apple
125712433087123456,positive,apple
125708639607599104,positive,apple
125706813583798274,positive,apple
125701161926930433,positive,apple
125699573799845888,positive,apple
125688922410975232,positive,apple
125685656415510528,positive,apple
125681742760771584,positive,apple
125680049478316032,positive,apple
125677424565424128,positive,apple
125673004511412224,positive,apple
125667241978114048,positive,apple
125665606853861376,positive,apple
125664375364255744,positive,apple
125662399217930240,positive,apple
125652668080336896,positive,apple
125648027045199873,positive,apple
125645258003464192,positive,apple
125643107260829697,positive,apple
125633677597229056,positive,apple
125633065757310976,positive,apple
125628199269961729,positive,apple
125623745284018176,positive,apple
125618466353983488,positive,apple
125616280215617537,positive,apple
125610372727193601,positive,apple
125608381431025664,positive,apple
125596541028282369,positive,apple
125595292304281601,positive,apple
125585606100267008,positive,apple
125562428200202240,positive,apple
125561950376701952,positive,apple
125550135911518209,positive,apple
125547297072357376,positive,apple
125539788546781185,positive,apple
125537993942515712,positive,apple
125537578974851072,positive,apple
125536884813336576,positive,apple
125533599737978882,positive,apple
125524107386302465,positive,apple
125523414298533888,positive,apple
125501576952553472,positive,apple
125501281753251840,positive,apple
125495491701125120,positive,apple
125459338524499969,positive,apple
125458901192810496,positive,apple
125455260801179648,positive,apple
125445056218923008,positive,apple
125423290767507456,positive,apple
125422502284505088,positive,apple
125416879035658240,positive,apple
125407532893224962,positive,apple
125402636764712960,positive,apple
125402412147146752,positive,apple
125393816470568961,positive,apple
125374540107886593,positive,apple
125356807626559488,positive,apple
125343429289984000,positive,apple
125338216411828224,positive,apple
125333598197911552,positive,apple
125330595302744064,positive,apple
125319163366473728,positive,apple
125313088160411649,positive,apple
125309946723188736,positive,apple
125281706327552001,positive,apple
125279987254300672,positive,apple
125279447669669888,positive,apple
125264731035537409,positive,apple
125256305647693825,positive,apple
125252188065902592,positive,apple
125251672896323584,positive,apple
125243911538098176,positive,apple
125238977417580544,positive,apple
125238017299451905,positive,apple
125165176772247552,positive,apple
126418790706712576,negative,apple
126417285559762944,negative,apple
126416915664084992,negative,apple
126416109212680192,negative,apple
126411162622496768,negative,apple
126410591949697024,negative,apple
126409696553861121,negative,apple
126408864387182593,negative,apple
126408052525105153,negative,apple
126407767132078082,negative,apple
126405405667627008,negative,apple
126405185630253056,negative,apple
126405040809312256,negative,apple
126400637930979329,negative,apple
126394680903614465,negative,apple
126393717421645825,negative,apple
126393204550537216,negative,apple
126392402083708928,negative,apple
126391082308206593,negative,apple
126389218284015616,negative,apple
126388194194362369,negative,apple
126388023725268992,negative,apple
126385036441296896,negative,apple
126382959711358976,negative,apple
126382051661328385,negative,apple
126381519513194497,negative,apple
126380588822298625,negative,apple
126380553464315904,negative,apple
126377298650861568,negative,apple
126375381249966080,negative,apple
126372694118768640,negative,apple
126372040696541184,negative,apple
126363154837020672,negative,apple
126361483432038400,negative,apple
126358781633368064,negative,apple
126358301393956866,negative,apple
126358272084152320,negative,apple
126357580741226496,negative,apple
126357227727626240,negative,apple
126354628999778305,negative,apple
126351972948393984,negative,apple
126348169826148352,negative,apple
126344426854416385,negative,apple
126343931117047808,negative,apple
126343679785959424,negative,apple
126343214805426176,negative,apple
126334597431697408,negative,apple
126334188583530496,negative,apple
126331480233353216,negative,apple
126331327271284736,negative,apple
126328782700285952,negative,apple
126327808803880960,negative,apple
126325125749542913,negative,apple
126324573384871936,negative,apple
126324389741473792,negative,apple
126324077513293824,negative,apple
126321169468100609,negative,apple
126320033369563138,negative,apple
126312535203921920,negative,apple
126311879218966529,negative,apple
126310645443461121,negative,apple
126309616391950336,negative,apple
126308005779210241,negative,apple
126307071984545793,negative,apple
126304942049853441,negative,apple
126302386644975616,negative,apple
126299379832336384,negative,apple
126297326565330944,negative,apple
126297241190281216,negative,apple
126295434862936064,negative,apple
126292335540699136,negative,apple
126286814578348032,negative,apple
126283602571964416,negative,apple
126282994821509120,negative,apple
126281019476291585,negative,apple
126280555980529664,negative,apple
126279811151831042,negative,apple
126270073420791810,negative,apple
126264313563459585,negative,apple
126258214412091392,negative,apple
126257645282799616,negative,apple
126251052667375616,negative,apple
126247557339947008,negative,apple
126243680129523712,negative,apple
126240605419487232,negative,apple
126239832895795200,negative,apple
126238223537152001,negative,apple
126221894126022656,negative,apple
126189036644728832,negative,apple
126188946974720000,negative,apple
126188717902802944,negative,apple
126188686453907457,negative,apple
126182880123695104,negative,apple
126167083334643713,negative,apple
126163315499081728,negative,apple
126163250172801024,negative,apple
126158846375903233,negative,apple
126156590662422528,negative,apple
126155291288023040,negative,apple
126153311521996800,negative,apple
126150581558591488,negative,apple
126148955217203200,negative,apple
126148565302128640,negative,apple
126143926523539457,negative,apple
126141380409036800,negative,apple
126141077131497472,negative,apple
126140389873827841,negative,apple
126132919117938689,negative,apple
126131535211536384,negative,apple
126129938247061504,negative,apple
126129582326816769,negative,apple
126128599030956032,negative,apple
126127465155403777,negative,apple
126126605344047105,negative,apple
126121175926571009,negative,apple
126118222746497025,negative,apple
126106964420857857,negative,apple
126099775417364480,negative,apple
126096173198082048,negative,apple
126094194312876032,negative,apple
126089287660863488,negative,apple
126088404084588546,negative,apple
126085893353250816,negative,apple
126084068298334208,negative,apple
126082198720888833,negative,apple
126082123743502336,negative,apple
126079672386723840,negative,apple
126075115686465536,negative,apple
126073788323479552,negative,apple
126073520504569858,negative,apple
126072901144281088,negative,apple
126070647125327872,negative,apple
126069614181486593,negative,apple
126068917012668416,negative,apple
126063215842037760,negative,apple
126060639268507649,negative,apple
126054048972537856,negative,apple
126053722966069248,negative,apple
126050114518261760,negative,apple
126044756320075776,negative,apple
126044425964109824,negative,apple
126042137740574720,negative,apple
126042022900547584,negative,apple
126037831301869568,negative,apple
126036793970786304,negative,apple
126034507475337216,negative,apple
126033747991736320,negative,apple
126031969166434304,negative,apple
126030936084189184,negative,apple
126029733325582336,negative,apple
126021108641181696,negative,apple
126018120983904256,negative,apple
126016585348558848,negative,apple
126014999444467712,negative,apple
126014540721827840,negative,apple
126012822936231936,negative,apple
126012404332113920,negative,apple
126012089415380992,negative,apple
126008913400303616,negative,apple
126006966312108032,negative,apple
126006116168642560,negative,apple
126006088725303296,negative,apple
126004661248471040,negative,apple
126003967552524288,negative,apple
126001775626031105,negative,apple
126001635162992640,negative,apple
125999655011098624,negative,apple
125996379913986048,negative,apple
125995264325599233,negative,apple
125994965183635456,negative,apple
125994596336533504,negative,apple
125989051101741056,negative,apple
125988395787882497,negative,apple
125987979784224770,negative,apple
125987439692099584,negative,apple
125982320917364736,negative,apple
125980659415138304,negative,apple
125978454146551808,negative,apple
125976113657823232,negative,apple
125974886006005760,negative,apple
125974810021998595,negative,apple
125974351035117568,negative,apple
125973390283653120,negative,apple
125969932285513728,negative,apple
125969502587465729,negative,apple
125966385259098112,negative,apple
125965988146585601,negative,apple
125965853769478144,negative,apple
125964314220830722,negative,apple
125963262733991936,negative,apple
125961999791308800,negative,apple
125961793926475776,negative,apple
125960026891362304,negative,apple
125958961269702656,negative,apple
125958368773943296,negative,apple
125956505768960000,negative,apple
125956403574747137,negative,apple
125956319344721920,negative,apple
125954651152592896,negative,apple
125953600861126656,negative,apple
125950557310562305,negative,apple
125945821240885248,negative,apple
125943204943114240,negative,apple
125937228328341504,negative,apple
125934808592433153,negative,apple
125930406125117440,negative,apple
125929899071516676,negative,apple
125929395264299009,negative,apple
125920912171216896,negative,apple
125876542600519681,negative,apple
125863232249405440,negative,apple
125846659182764032,negative,apple
125845538926112768,negative,apple
125836461936361472,negative,apple
125826259048607744,negative,apple
125824148579692544,negative,apple
125824054958637056,negative,apple
125822115155947520,negative,apple
125819194049699840,negative,apple
125815370513793024,negative,apple
125814380871946240,negative,apple
125812985301172224,negative,apple
125811345064067072,negative,apple
125807830363156480,negative,apple
125806568389361664,negative,apple
125806240138928128,negative,apple
125799384976863232,negative,apple
125794882257305600,negative,apple
125794703819030528,negative,apple
125731810733867011,negative,apple
125729727653756928,negative,apple
125728250579259392,negative,apple
125722610179907584,negative,apple
125722107710672896,negative,apple
125717447276904448,negative,apple
125717161531551744,negative,apple
125713100782575616,negative,apple
125712104253702146,negative,apple
125711996074209280,negative,apple
125710089716899840,negative,apple
125708348237680640,negative,apple
125706246056706049,negative,apple
125701785540235264,negative,apple
125694815743651840,negative,apple
125692685033021441,negative,apple
125692532750430209,negative,apple
125691072398639104,negative,apple
125689691927351296,negative,apple
125681375058735104,negative,apple
125681125376000000,negative,apple
125679166015283203,negative,apple
125675806977556480,negative,apple
125673358418391041,negative,apple
125665094561574913,negative,apple
125664507757461504,negative,apple
125663477573500930,negative,apple
125661140939321344,negative,apple
125659125886623744,negative,apple
125657359841361920,negative,apple
125656618326175745,negative,apple
125656559190683651,negative,apple
125654540455378945,negative,apple
125651769261965312,negative,apple
125649285667749889,negative,apple
125645811903250432,negative,apple
125643054190305280,negative,apple
125642742977138689,negative,apple
125641051531784192,negative,apple
125639217090011136,negative,apple
125633065878958080,negative,apple
125631239364427776,negative,apple
125626166492147713,negative,apple
125621144148639744,negative,apple
125619303356710912,negative,apple
125607492356018176,negative,apple
125603435440644098,negative,apple
125601235985367041,negative,apple
125599423131697154,negative,apple
125598450090917888,negative,apple
125588697872728065,negative,apple
125588202286366721,negative,apple
125586348064247808,negative,apple
125583385895768064,negative,apple
125578269197217792,negative,apple
125561930416013312,negative,apple
125556679571025920,negative,apple
125547255947198465,negative,apple
125544764203466752,negative,apple
125533730222784512,negative,apple
125521682894041088,negative,apple
125510333078048768,negative,apple
125476730067615744,negative,apple
125475953509015552,negative,apple
125471372485992448,negative,apple
125464229577891840,negative,apple
125458395800154112,negative,apple
125442137302110208,negative,apple
125441732941840385,negative,apple
